ROASTER,ROAST,LOC_COUNTRY,ORIGIN,100G_USD,RATING
132,4,11,9,104,10
87,4,11,18,329,10
87,4,11,18,329,9
78,1,10,9,173,7
217,4,10,18,8,10
49,4,10,19,144,7
132,4,11,10,83,8
128,4,5,11,290,11
219,4,11,17,87,8
223,4,11,9,129,10
138,4,11,9,129,8
228,4,11,3,171,10
42,4,10,13,106,8
42,1,10,9,117,8
206,1,11,9,144,10
72,4,11,9,25,8
102,4,10,9,11,8
297,4,11,15,104,8
294,4,11,15,75,6
45,4,11,3,225,9
186,1,11,3,317,10
152,2,5,11,209,8
29,1,11,3,191,10
177,1,10,9,55,8
298,4,11,9,113,9
49,4,10,14,173,10
83,1,10,14,212,9
58,1,10,7,125,8
58,1,10,14,145,7
26,1,5,11,301,9
26,4,5,11,266,9
144,4,10,14,102,11
276,1,11,9,153,10
144,1,10,9,175,10
144,1,10,9,204,10
144,4,10,10,22,9
144,4,10,10,79,9
276,4,11,10,129,8
258,4,11,15,129,8
211,4,11,19,156,9
211,4,11,3,104,8
274,1,10,9,150,8
110,1,10,9,183,10
110,4,10,9,183,9
228,4,11,14,127,9
74,4,10,14,107,9
128,4,5,11,282,11
173,4,11,14,137,9
39,1,11,9,140,9
173,4,11,14,137,9
144,1,10,9,62,10
113,1,10,9,147,7
113,1,10,9,164,7
113,1,10,9,147,8
192,4,11,3,151,7
4,4,10,14,150,8
19,1,11,9,152,8
33,4,11,14,93,8
129,4,11,14,141,8
225,1,9,4,197,8
271,4,11,9,92,8
245,2,11,9,113,7
109,1,10,9,130,10
70,4,10,14,144,10
162,4,11,9,129,10
17,1,10,9,36,7
234,1,10,3,230,7
56,4,10,4,201,5
56,4,10,4,254,8
133,4,10,3,169,10
16,4,10,4,188,7
86,1,10,3,204,8
144,4,10,22,3,10
94,4,4,10,74,7
94,2,4,10,4,6
94,4,4,10,4,6
101,1,10,9,185,10
101,4,10,10,56,8
291,1,10,3,245,9
242,4,11,11,239,10
90,4,11,4,103,9
5,4,11,19,185,8
59,4,11,8,191,7
110,4,10,8,183,7
252,1,10,18,118,7
285,4,11,4,113,6
29,1,11,3,166,9
240,4,10,9,143,7
94,4,4,10,68,7
94,4,4,10,12,8
94,4,4,10,12,8
94,4,4,10,68,8
94,4,4,10,113,9
